icao,iata,name,city,state,country,elevation,lat,lon,tz
IN90,,Wietbrock Airport,Lowell,Indiana,US,695,41.25979996,-87.48139954,America/Chicago
IN91,,Valhalla Airport,Maples,Indiana,US,810,41.00230026,-84.99189758,America/Indiana/Indianapolis
IN92,,Klein Airport,Vincennes,Indiana,US,412,38.65280151,-87.56359863,America/Chicago
IN93,,Hustons Airport,New Carlisle,Indiana,US,760,41.7120018,-86.43280029,America/Indiana/Indianapolis
IN95,,Long Airport,North Judson,Indiana,US,700,41.22750092,-86.79029846,America/Indiana/Knox
IN98,,Farm Strip,Finly,Indiana,US,825,39.68310165,-85.84420013,America/Indiana/Indianapolis
IN99,,Donica Field,Morgantown,Indiana,US,870,39.40670013,-86.30549622,America/Indiana/Indianapolis
IS00,,Jay Schertz Farm Airport,Lowpoint,Illinois,US,780,40.84170151,-89.27449799,America/Chicago
IS01,,Denby Airport,Carlinville,Illinois,US,620,39.26890183,-89.90399933,America/Chicago
IS02,,Dietchweiler Airport,Watseka,Illinois,US,640,40.77840042,-87.79170227,America/Chicago
IS08,,Curless Airport,Summum,Illinois,US,620,40.26279831,-90.23680115,America/Chicago
IS13,,Bussart Airport,Dudley,Illinois,US,713,39.57920074,-87.84860229,America/Chicago
IS15,,Vodden Airport,Esmond,Illinois,US,850,42.03250122,-88.90260315,America/Chicago
IS16,,Hartline Air Strip STOLport,Anna,Illinois,US,645,37.46670151,-89.22840118,America/Chicago
IS19,,Carlson RLA Restricted Landing Area,Pecatonica,Illinois,US,740,42.33530045,-89.32360077,America/Chicago
IS24,,Harris Airport,Ramsey,Illinois,US,551,39.077778,-89.081667,America/Chicago
IS26,,Niklaus RLA Restricted Landing Area,Farmer City,Illinois,US,725,40.1833992,-88.61530304,America/Chicago
IS33,,Willhoit Airport,Staunton,Illinois,US,614,39.04560089,-89.84069824,America/Chicago
IS34,,Piper's Landing Airport,Lawrenceville,Illinois,US,425,38.70669937,-87.63339996,America/Chicago
IS37,,Stockton Airport,Stockton,Illinois,US,970,42.32389832,-89.99289703,America/Chicago
IS40,,Eudy Airport,Monroe Center,Illinois,US,785,42.0943985,-89.02719879,America/Chicago
IS41,,Vogen Restricted Landing Area,Newark,Illinois,US,740,41.46089935,-88.59200287,America/Chicago
IS43,,Riggins Farms Airport,Villa Glove,Illinois,US,699,39.86999893,-88.07499695,America/Chicago
IS45,,Mast Field,Quincy,Illinois,US,738,39.97669983,-91.33399963,America/Chicago
IS47,,Willis Airport,Sycamore,Illinois,US,856,42.0306015,-88.70179749,America/Chicago
IS51,,Schilson Field,Carthage,Illinois,US,705,40.45140076,-91.20379639,America/Chicago
IS52,,Russell Airport,Donovan,Illinois,US,710,40.92779922,-87.62249756,America/Chicago
IS54,,Mc Christy Airport,Stonington,Illinois,US,630,39.64310074,-89.14450073,America/Chicago
IS55,,Morton Airport,La Harpe,Illinois,US,705,40.59090042,-90.94239807,America/Chicago
IS56,,Herren Airport,Timewell,Illinois,US,654,40.08810043,-90.88539886,America/Chicago
IS57,,Wind Rose Farm Airport,Marengo,Illinois,US,815,42.17969894,-88.63279724,America/Chicago
IS59,,Rotstein Airport,Kirkland,Illinois,US,760,42.13389969,-88.92420197,America/Chicago
IS60,,Nixon Restricted Landing Area,Medora,Illinois,US,610,39.19419861,-90.15609741,America/Chicago
IS62,,John D Rennick Airport,Spring Bay,Illinois,US,450,40.86729813,-89.45310211,America/Chicago
IS63,,Hoffman Airport,De Kalb,Illinois,US,865,41.97029877,-88.75090027,America/Chicago
IS64,,Kuntz Field,Gridley,Illinois,US,735,40.72309875,-88.86669922,America/Chicago
IS65,,Woodlake Landing Airport,Sandwich,Illinois,US,677,41.63840103,-88.64450073,America/Chicago
IS66,,Rhea Restricted Landing Area,Pontoosuc,Illinois,US,684,40.59230042,-91.20149994,America/Chicago
IS69,,Kloker Airport,Meredosia,Illinois,US,440,39.91889954,-90.51100159,America/Chicago
IS71,,Koch Airport,Shirland,Illinois,US,800,42.45830154,-89.19499969,America/Chicago
IS73,,Woodley Aerial Spray Airport,New Bedford,Illinois,US,635,41.53250122,-89.70189667,America/Chicago
IS77,,Hoehn RLA Restricted Landing Area,Witt,Illinois,US,650,39.22079849,-89.33280182,America/Chicago
IS78,,Early - Merkel Field,Pecatonica,Illinois,US,794,42.36669922,-89.23190308,America/Chicago
IS80,,Uncle Chuck's Airport,De Kalb,Illinois,US,880,41.9178009,-88.78929901,America/Chicago
IS82,,Arras RLA Restricted Landing Area,Greenfield,Illinois,US,598,39.33810043,-90.17810059,America/Chicago
IS83,,Untied Acres Airport,Belvidere,Illinois,US,800,42.22750092,-88.76719666,America/Chicago
IS85,,Newton Airport,Patterson,Illinois,US,625,39.50479889,-90.50540161,America/Chicago
IS86,,Hendrix Airport,Buckingham,Illinois,US,656,41.04169846,-88.1917038,America/Chicago
IS88,,Melody Field,Danville,Illinois,US,660,40.14860153,-87.69450378,America/Chicago
IS93,,Sue Rock International Airport,Rock City,Illinois,US,950,42.44250107,-89.4992981,America/Chicago
IS94,,Johnson Airport,Sandwich,Illinois,US,667,41.60559845,-88.66120148,America/Chicago
IS95,,Harrington Farms Airport,Sheridan,Illinois,US,640,41.55860138,-88.66449738,America/Chicago
JB01,,Clearwater Aero Estates Airport,Wisconsin Dells,Wisconsin,US,944,43.75719833,-89.65260315,America/Chicago
JY04,,Paramount Air Airport,Green Creek,New Jersey,US,8,39.06510162,-74.9095993,America/New_York
JY07,,Air-List-Ads Airport,Stewartsville,New Jersey,US,360,40.6957016,-75.13240051,America/New_York
JY08,,Var-Sky Airport,Woodstown,New Jersey,US,135,39.65010071,-75.28410339,America/New_York
JY17,,Woodcrest Farms Airstrip,Shiloh,New Jersey,US,90,39.47219849,-75.27749634,America/New_York
JY24,,Weiss Farm Airport,Allamuchy,New Jersey,US,532,40.92369843,-74.87039948,America/New_York
JY31,,Wide Sky Airpark,Bridgeton,New Jersey,US,100,39.44680023,-75.3132019,America/New_York
JY39,,Rainbow'S End Airport,Salem,New Jersey,US,11,39.661111,-75.465278,America/New_York
JY43,,Hill Top Airport,West Milford,New Jersey,US,921,41.08322144,-74.33855438,America/New_York
K00C,AMK,Animas Air Park,Durango,Colorado,US,6684,37.20320129,-107.8690033,America/Denver
K00F,BDX,Broadus Airport,Broadus,Montana,US,3280,45.47249985,-105.4540024,America/Denver
K00M,,Thigpen Field,Bay Springs,Mississippi,US,351,31.9538002,-89.23449707,America/Chicago
K00R,,Livingston Municipal Airport,Livingston,Texas,US,151,30.68589973,-95.01789856,America/Chicago
K00U,,Big Horn County Airport,Hardin,Montana,US,3025,45.74438888,-107.6604444,America/Denver
K01G,,Perry-Warsaw Airport,Perry,New York,US,1559,42.74129868,-78.05210114,America/New_York
K01M,,Tishomingo County Airport,Belmont,Mississippi,US,578,34.49169922,-88.20110321,America/Chicago
K02A,,Chilton County Airport,Clanton,Alabama,US,585,32.8504982,-86.61139679,America/Chicago
K02C,,Capitol Airport,Brookfield,Wisconsin,US,850,43.09022222,-88.17816028,America/Chicago
K02G,,Columbiana County Airport,East Liverpool,Ohio,US,1160,40.6733017,-80.6414032,America/New_York
K03B,,Mansfield Municipal Airport,Mansfield,Missouri,US,1500,37.12779999,-92.6210022,America/Chicago
K03D,,Memphis Memorial Airport,Memphis,Missouri,US,813,40.44729996,-92.22699738,America/Chicago
K04A,,Frank Sikes Airport,Luverne,Alabama,US,300,31.73629951,-86.26249695,America/Chicago
K04G,,Lansdowne Airport,Youngstown,Ohio,US,1044,41.13050079,-80.61959839,America/New_York
K04M,,Calhoun County Airport,Pittsboro,Mississippi,US,383,33.93009949,-89.34279633,America/Chicago
K04W,,Field Of Dreams Airport,Hinckley,Minnesota,US,1021,46.02286811,-92.89517441,America/Chicago
K04Y,,Hawley Municipal Airport,Hawley,Minnesota,US,1208,46.88380051,-96.35030365,America/Chicago
K05C,,Griffith-Merrillville Airport,Griffith,Indiana,US,634,41.51979828,-87.39949799,America/Chicago
K05D,,New Town Municipal Airport,New Town,North Dakota,US,1925,47.96699905,-102.4779968,America/Chicago
K05U,,Eureka Airport,Eureka,Nevada,US,5954,39.60419846,-116.0049973,America/Los_Angeles
K06A,,Moton Field Municipal Airport,Tuskegee,Alabama,US,264,32.46049881,-85.68000031,America/Chicago
K06C,,Schaumburg Regional Airport,Chicago/Schaumburg,Illinois,US,801,41.98929977,-88.10119629,America/Chicago
K06D,,Rolla Municipal Airport,Rolla,North Dakota,US,1823,48.88430023,-99.62090302,America/Chicago
K06M,,Eupora Airport,Eupora,Mississippi,US,450,33.5345993,-89.31259918,America/Chicago
K06N,,Randall Airport,Middletown,New York,US,523,41.43191194,-74.39156083,America/New_York
K06R,,Grawunder Field Airport,Bellville,Texas,US,89,29.94097222,-96.24525,America/Chicago
K06U,,Jackpot/Hayden Field,Jackpot,Nevada,US,5213,41.97600174,-114.6579971,America/Boise
K06Y,,Herman Municipal Airport,Herman,Minnesota,US,1068,45.82996055,-96.16061444,America/Chicago
K07A,,Franklin Field,Union Springs,Alabama,US,300,32.16680145,-85.80970001,America/Chicago
K07F,,Gladewater Municipal Airport,Gladewater,Texas,US,296,32.52880096,-94.97170258,America/Chicago
K07K,,Central City Municipal Airport/Larry Reineke Field,Central City,Nebraska,US,1717,41.1115613,-98.05133561,America/Chicago
K07R,,Bishop Municipal Airport,Bishop,Texas,US,55,27.61030006,-97.75189972,America/Chicago
K07V,,Cuchara Valley At La Veta Airport,La Veta,Colorado,US,7153,37.5237999,-105.0090027,America/Denver
K08A,,Wetumpka Municipal Airport,Wetumpka,Alabama,US,197,32.52733333,-86.33102777,America/Chicago
K08C,,Riverview Airport,Jenison,Michigan,US,603,42.93590164,-85.80500031,America/Detroit
K08D,,Stanley Municipal Airport,Stanley,North Dakota,US,2245,48.30080032,-102.4059982,America/Chicago
K08F,,City Of Coalgate Airport,Coalgate,Oklahoma,US,615,34.53175888,-96.23305388,America/Chicago
K08K,,Harvard State Airport,Harvard,Nebraska,US,1815,40.65140152,-98.07980347,America/Chicago
K08M,,Carthage-Leake County Airport,Carthage,Mississippi,US,454,32.76119995,-89.53009796,America/Chicago
K09A,,Butler-Choctaw County Airport,Butler,Alabama,US,134,32.11930084,-88.12750244,America/Chicago
K09J,,Jekyll Island Airport,Jekyll Island,Georgia,US,11,31.07447222,-81.42777777,America/New_York
K09K,,Sargent Municipal Airport,Sargent,Nebraska,US,2313,41.63700104,-99.3404007,America/Chicago
K09M,,Charleston Municipal Airport,Charleston,Mississippi,US,175,33.99150085,-90.07810211,America/Chicago
K09R,,Tyler County Airport,Woodville,Texas,US,388,30.77519989,-94.45850372,America/Chicago
K0A2,,Hester Memorial Airport,Calhoun Falls,South Carolina,US,517,34.0904007,-82.56790161,America/New_York
K0A3,,Smithville Municipal Airport,Smithville,Tennessee,US,1084,35.98529816,-85.80930328,America/Chicago
K0A4,,Johnson City Airport,Johnson City,Tennessee,US,1550,36.36370087,-82.30899811,America/New_York
K0A7,,Hendersonville Airport,Hendersonville,North Carolina,US,2084,35.30759811,-82.43319702,America/New_York
K0A8,,Bibb County Airport,Centreville,Alabama,US,251,32.9367981,-87.08889771,America/Chicago
K0A9,,Elizabethton Municipal Airport,Elizabethton,Tennessee,US,1593,36.37120056,-82.1733017,America/New_York
K0B1,,Bethel Regional Airport,Bethel,Maine,US,654,44.42520142,-70.80989838,America/New_York
K0B4,,Hartington Municipal Airport,Hartington,Nebraska,US,1387,42.60359955,-97.25260162,America/Chicago
K0B5,,Turners Falls Airport,Montague,Massachusetts,US,356,42.59140015,-72.52279663,America/New_York
K0B8,FID,Elizabeth Field,Fishers Island,New York,US,9,41.25130081,-72.03160095,America/New_York
K0C0,,Dacy Airport,Harvard,Illinois,US,913,42.40250015,-88.63240051,America/Chicago
K0C4,,Pender Municipal Airport,Pender,Nebraska,US,1345,42.11389923,-96.72889709,America/Chicago
K0D8,,Gettysburg Municipal Airport,Gettysburg,South Dakota,US,2062,44.98669815,-99.95279694,America/Chicago
K0E0,,Moriarty Municipal Airport,Moriarty,New Mexico,US,6204,34.97816666,-106.0000278,America/Denver
K0E8,,Crownpoint Airport,Crownpoint,New Mexico,US,6696,35.71765888,-108.2015961,America/Denver
K0F2,,Bowie Municipal Airport,Bowie,Texas,US,1101,33.60169983,-97.77559662,America/Chicago
K0F3,,Spirit Lake Municipal Airport,Spirit Lake,Iowa,US,1434,43.38742083,-95.13946805,America/Chicago
K0F4,,Loup City Municipal Airport,Loup City,Nebraska,US,2071,41.29029846,-98.99060059,America/Chicago
K0F7,,Fountainhead Lodge Airpark,Eufaula,Oklahoma,US,670,35.38869858,-95.59999847,America/Chicago
K0F9,,Tishomingo Airpark,Tishomingo,Oklahoma,US,647,34.19850159,-96.67449951,America/Chicago
K0G3,,Tecumseh Municipal Airport,Tecumseh,Nebraska,US,1306,40.3993988,-96.17140198,America/Chicago
K0G6,,Williams County Airport,Bryan,Ohio,US,730,41.4673996,-84.50659943,America/New_York
K0G7,,Finger Lakes Regional Airport,Seneca Falls,New York,US,492,42.88359833,-76.78109741,America/New_York
K0H1,,Trego Wakeeney Airport,Wakeeney,Kansas,US,2435,39.00450134,-99.89289856,America/Chicago
K0I2,,Brazil Clay County Airport,Brazil,Indiana,US,645,39.47673555,-87.09970916,America/Indiana/Indianapolis
K0I8,,Cynthiana-Harrison County Airport,Cynthiana,Kentucky,US,721,38.36619949,-84.28330231,America/New_York
K0J0,,Abbeville Municipal Airport,Abbeville,Alabama,US,463,31.60022222,-85.23830833,America/Chicago
K0J4,,Florala Municipal Airport,Florala,Alabama,US,314,31.04249954,-86.31159973,America/Chicago
K0J9,,Flying V Airport,Utica,Nebraska,US,1585,40.86780167,-97.35420227,America/Chicago
K0K7,,Humboldt Municipal Airport,Humboldt,Iowa,US,1093,42.73609924,-94.24520111,America/Chicago
K0L7,,Jean Airport,Jean,Nevada,US,2832,35.7682991,-115.3300018,America/Los_Angeles
K0L9,,Echo Bay Airport,Overton,Nevada,US,1535,36.31110001,-114.4639969,America/Los_Angeles
K0M0,,Billy Free Municipal Airport,Dumas,Arkansas,US,163,33.88479996,-91.53450012,America/Chicago
K0M1,,Scott Field,Parsons,Tennessee,US,520,35.63779831,-88.12799835,America/Chicago
K0M2,,Reelfoot Lake Airport,Tiptonville,Tennessee,US,289,36.47529984,-89.34619904,America/Chicago
K0M3,,Paul Bridges Field,Hohenwald,Tennessee,US,972,35.54600143,-87.59729767,America/Chicago
K0M4,,Benton County Airport,Camden,Tennessee,US,468,36.01110077,-88.12329865,America/Chicago
K0M5,,Humphreys County Airport,Waverly,Tennessee,US,756,36.11660004,-87.73819733,America/Chicago
K0M8,,Byerley Airport,Lake Providence,Louisiana,US,106,32.82590103,-91.18769836,America/Chicago
K0M9,,Delhi Municipal Airport,Delhi,Louisiana,US,91,32.41070175,-91.498703,America/Chicago
K0O2,,Baker Airport,Baker,California,US,922,35.28549957,-116.0830002,America/Los_Angeles
K0O4,,Corning Municipal Airport,Corning,California,US,295,39.94610805,-122.1711167,America/Los_Angeles
K0O9,,Ward Field,Gasquet,California,US,356,41.84558333,-123.9847778,America/Los_Angeles
K0Q3,,Sonoma Valley Airport,Schellville/Sonoma,California,US,16,38.22394225,-122.449711,America/Los_Angeles
K0Q5,,Shelter Cove Airport,Shelter Cove,California,US,69,40.02759933,-124.072998,America/Los_Angeles
K0R0,,Columbia-Marion County Airport,Columbia,Mississippi,US,265,31.29700089,-89.81279755,America/Chicago
K0R1,,Atmore Municipal Airport,Atmore,Alabama,US,287,31.01619911,-87.44680023,America/Chicago
K0R4,,Concordia Parish Airport,Vidalia,Louisiana,US,54,31.56200027,-91.50650024,America/Chicago
K0R5,,David G Joyce Airport,Winnfield,Louisiana,US,146,31.96369934,-92.66030121,America/Chicago
K0R6,,Hampton Municipal Airport,Hampton,Arkansas,US,178,33.52259827,-92.46029663,America/Chicago
K0R7,,The Red River Airport,Coushatta,Louisiana,US,177,31.99027777,-93.30761111,America/Chicago
K0S0,,Lind Airport,Lind,Washington,US,1507,46.97679901,-118.586998,America/Los_Angeles
K0S7,,Dorothy Scott Airport,Oroville,Washington,US,1064,48.95899963,-119.4120026,America/Los_Angeles
K0S9,,Jefferson County International Airport,Port Townsend,Washington,US,108,48.05379868,-122.810997,America/Los_Angeles
K0U9,,Lee Williams Memorial Airport,Midvale,Idaho,US,2617,44.46127777,-116.7580278,America/Boise
K0V3,,Pioneer Village Field,Minden,Nebraska,US,2160,40.51490021,-98.94560242,America/Chicago
K0V4,,Brookneal/Campbell County Airport,Brookneal,Virginia,US,596,37.14170074,-79.0164032,America/New_York
K0V6,,Mission Sioux Airport,Mission,South Dakota,US,2605,43.30690002,-100.6279984,America/Chicago
K0V7,,Kayenta Airport,Kayenta,Arizona,US,5710,36.70970154,-110.2369995,America/Denver
K0VG,,Lee County Airport,Jonesville,Virginia,US,1411,36.65409851,-83.21779633,America/New_York
K0W3,,Harford County Airport,Churchville,Maryland,US,409,39.56679916,-76.20240021,America/New_York
K10C,,Galt Field,Greenwood/Wonder Lake,Illinois,US,875,42.4029007,-88.37509918,America/Chicago
K10G,,Holmes County Airport,Millersburg,Ohio,US,1218,40.53720093,-81.95439911,America/New_York
K10U,,Owyhee Airport,Owyhee,Nevada,US,5374,41.95320129,-116.1880035,America/Los_Angeles
K10X,,Ox Ranch Airport,Uvalde,Texas,US,1305,29.46148194,-100.1142892,America/Chicago
K11A,,Clayton Municipal Airport,Clayton,Alabama,US,435,31.88330078,-85.48490143,America/Chicago
K11R,,Brenham Municipal Airport,Brenham,Texas,US,307,30.21899986,-96.3742981,America/Chicago
K11S,,Sekiu Airport,Sekiu,Washington,US,355,48.26611638,-124.3139647,America/Los_Angeles
K11V,,Easton/Valley View Airport,Greeley,Colorado,US,4820,40.33050156,-104.6090012,America/Denver
K12A,,Arkavalley Airport,Greenbrier,Arkansas,US,329,35.17752961,-92.33506697,America/Chicago
K12D,,Tower Municipal Airport,Tower,Minnesota,US,1369,47.81829834,-92.29170227,America/Chicago
K12G,,Shelby Community Airport,Shelby,Ohio,US,1120,40.8728981,-82.69740295,America/New_York
K12J,,Brewton Municipal Airport,Brewton,Alabama,US,99,31.05060005,-87.06559753,America/Chicago
K12K,,Superior Municipal Airport,Superior,Nebraska,US,1691,40.04639816,-98.06009674,America/Chicago
K12N,,Aeroflex-Andover Airport,Andover,New Jersey,US,583,41.00859833,-74.73799896,America/New_York
K12V,,Ona Airpark,Milton,West Virginia,US,572,38.4408989,-82.20079803,America/New_York
K12Y,,Le Sueur Municipal Airport,Le Sueur,Minnesota,US,868,44.4375,-93.91269684,America/Chicago
K13C,,Lakeview-Airport-Griffith Field,Lakeview,Michigan,US,969,43.45209885,-85.26480103,America/Detroit
K13K,,Lt. William M. Milliken Airport,Eureka,Kansas,US,1206,37.85160065,-96.29170227,America/Chicago
K14A,,Lake Norman Airpark,Mooresville,North Carolina,US,839,35.61299896,-80.8993988,America/New_York
K14F,,Hamlin Municipal Airport,Hamlin,Texas,US,1753,32.85010147,-100.1380005,America/Chicago
K14G,,Fremont Airport,Fremont,Ohio,US,663,41.33309937,-83.16120148,America/New_York
K14J,,Carl Folsom Airport,Elba,Alabama,US,258,31.40999985,-86.09030151,America/Chicago
K14M,,Hollandale Municipal Airport,Hollandale,Mississippi,US,114,33.18259811,-90.83070374,America/Chicago
K14Y,,Todd Field,Long Prairie,Minnesota,US,1333,45.89860153,-94.87390137,America/Chicago
K15F,,Haskell Municipal Airport,Haskell,Texas,US,1625,33.19150162,-99.71790314,America/Chicago
K15J,,Cook County Airport,Adel,Georgia,US,236,31.13780022,-83.45330048,America/New_York
K15M,,Iuka Airport,Iuka,Mississippi,US,630,34.77230072,-88.16590118,America/Chicago
K16D,,Perham Municipal Airport,Perham,Minnesota,US,1371,46.60409927,-95.60449982,America/Chicago
K16G,,Seneca County Airport,Tiffin,Ohio,US,786,41.09410095,-83.21250153,America/New_York
K16J,,Dawson Municipal Airport,Dawson,Georgia,US,333,31.74329948,-84.41929626,America/New_York
K16S,,Myrtle Creek Municipal Airport,Myrtle Creek,Oregon,US,619,42.99726111,-123.3153472,America/Los_Angeles
K16X,,Propwash Airport,Justin,Texas,US,804,33.08061111,-97.35841666,America/Chicago
K17G,,Port-Bucyrus-Crawford County Airport,Bucyrus,Ohio,US,1003,40.78160095,-82.97480011,America/New_York
K17J,,Donalsonville Municipal Airport,Donalsonville,Georgia,US,148,31.00690079,-84.87760162,America/New_York
K17K,,Boise City Airport,Boise City,Oklahoma,US,4178,36.77429962,-102.5100021,America/Chicago
K17M,,Magee Municipal Airport,Magee,Mississippi,US,555,31.86269951,-89.80059814,America/Chicago
K17N,,Cross Keys Airport,Cross Keys,New Jersey,US,162,39.70550156,-75.03299713,America/New_York
K17V,,Haxtun Municipal Airport,Haxtun,Colorado,US,4035,40.625,-102.6029968,America/Denver
K18A,,Franklin County Airport,Canon,Georgia,US,890,34.34009933,-83.13349915,America/New_York
