=== Airports Without IATA Codes ===
ICAO,Name,City,Country
SSPD,Fazenda Paragua Airport,Comodoro,BR
SSPE,Essencia Retiro do Rio Cuiaba Airport,Nobres,BR
SSPF,Fazenda Sao Rafael Airport,Sao Jose Das Palmeiras,BR
SSPJ,Fazenda Reserva Airport,Reserva Do Iguacu,BR
SSPK,Porecatu Airport,Porecatu,BR
SSPL,Palmeira das Missoes Airport,Palmeira Da Missoes,BR
SSPM,Porto Murtinho Airport,Porto Murtinho,BR
SSPO,Aplicacao Aviacao Agricola II Airport,Itapora,BR
SSPP,Fazenda Palma Airport,Pelotas,BR
SSPQ,Santa Rosa do Purus Airport,Santa Rosa Do Purus,BR
SSPR,Porto Walter Airport,Porto Walter,BR
SSPS,Palmas Airport,Palmas,BR
SSPT,Palotina Airport,Palotina,BR
SSPV,Marechal Thaumaturgo Airport,Marechal Thaumaturgo,BR
SSPX,Manoel Urbano Airport,Manoel Urbano,BR
SSPY,Porto Indio Airport,Corumba,BR
SSQA,Fazenda Guapore Airport,Comodoro,BR
SSQB,Jordao Airport,Jordao,BR
SSQC,Siqueira Campos Airport,Siqueira Campos,BR
SSQF,Fazenda Floresta Negra Airport,Sete Quedas,BR
SSQI,Santa Anastacia Airport,Sorriso,BR
SSQL,Fazenda Matricha Airport,Uirapuru,BR
SSQM,Tanque Novo Airport,Tanque Novo,BR
SSQN,Mundo Novo Airport,Mundo Novo,BR
SSQO,Fazenda Itapora Airport,Ribas Do Rio Pardo,BR
SSQP,Monte Santo Airport,Monte Santo,BR
SSQR,Fazenda Primavera Airport,Ribas Do Rio Pardo,BR
SSQU,Fazenda Alegrete - Retiro Carabda Airport,Aquidauana,BR
SSQZ,Luiz Eduardo Magalhaes Airport,Mimoso Do Oeste,BR
SSRA,Fazenda Rancho Belo Airport,Nova Andradina,BR
SSRB,Rio Brilhante Airport,Rio Brilhante,BR
SSRC,Fazenda Santa Ines Airport,Rio Brilhante,BR
SSRD,Fazenda Sol Nascente Airport,Tacuru,BR
SSRE,Realeza Airport,Realeza,BR
SSRF,Castro Alves Airport,Castro Alves,BR
SSRG,Fazenda Rancho Grande Airport,Laguna Carapa,BR
SSRH,Fazenda Retiro do Marimbondo Airport,Anastacio,BR
SSRI,Fazenda Dos Sonhos Airport,Anastacio,BR
SSRJ,Fazenda Jequitiba Airport,Nova Alvorada Do Sul,BR
SSRK,Campo Alegre de Lourdes Airport,Campo Alegre De Lourdes,BR
SSRL,Fazenda Santa Ana Airport,Deodapolis,BR
SSRM,Fazenda Sao Sebastiao Airport,Bonito,BR
SSRN,Aeroclube de Rio Negrinho Airport,Rio Negrinho,BR
SSRO,Fazenda Santa Rosa Airport,Navirai,BR
SSRQ,Refugio Airport,Dom Pedrito,BR
SSRS,Rancho Sumidor Airport,Rio Do Oeste,BR
SSRT,Fazenda Mangal Airport,Curua,BR
SSRX,Fazenda Marrua Airport,Ribeirao Cascalheira,BR
SSRY,Rio Pardo Airport,Rio Pardo,BR
SSRZ,Rosario do Sul Airport,Rosario Do Sul,BR
SSSA,Fazenda Sant`anna do Apa Airport,Bela Vista,BR
SSSD,Soledade Airport,Soledade,BR
SSSG,Sao Gabriel Airport,Sao Gabriel,BR
SSSH,Fazenda Santo Inacio Airport,Corumba,BR
SSSO,Fazenda Santa Odila Airport,Brasilandia,BR
SSSP,Fazenda Santa Delfina Airport,Miranda,BR
SSSQ,Sao Joaquim Airport,Sao Joaquim,BR
SSSR,Fazenda Santa Rosa Airport,Agua Clara,BR
SSSS,Sao Francisco do Sul Airport,Sao Francisco Do Sul,BR
SSST,Santiago Airport,Santiago,BR
SSSW,Fazenda Santa Maria de Inocencia Airport,Inocencia,BR
SSSX,Fazenda Sans Souci - Retiro Mutum Airport,Corumba,BR
SSSY,Fazenda Silvana Airport,Nova Andradina,BR
SSSZ,Sertanopolis Airport,Sertanopolis,BR
SSTA,Santa Maria Airport,Sao Gabriel,BR
SSTB,Tres Barras Airport,Tres Barras,BR
SSTD,Fazenda Arco de Canto Airport,Andre Da Rocha,BR
SSTF,Fazenda Triunfo Airport,Corumba,BR
SSTG,Fazenda Santa Terezinha Airport,Corumba,BR
SSTH,Fazenda Thalia Airport,Balsa Nova,BR
SSTI,Arraial d`Ajuda Airport,Porto Seguro,BR
SSTJ,Walter Ewaldo Siegel Airport,Trombudo Central,BR
SSTK,Fazenda Uniao de Iguatemi Airport,Iguatemi,BR
SSTL,Tres Lagoas Airport,Tres Lagoas,BR
SSTN,Alberto Bertelli Airport,Araraquara,BR
SSTO,Tres Passos Airport,Tres Passos,BR
SSTP,Fazenda Baessa Airport,Turvelandia,BR
SSTQ,Silvestre Airport,Pedra Branca Do Amapari,BR
SSTS,Fazenda Bandeirantes Airport,Taquarussu,BR
SSTU,Fazenda Jauru Airport,Camapua,BR
SSTY,Usina Foz do Chopim Airport,Cruzeiro Do Iguacu,BR
SSUA,Fazenda Sonora Estancia Airport,Sonora,BR
SSUC,Fazenda Aurora II Airport,Ribas Do Rio Pardo,BR
SSUL,Ultraleve Clube Curitiba Airport,Sao Jose Dos Pinhais,BR
SSUQ,Fazenda Santa Olinda Airport,Sidrolandia,BR
SSUR,Fazenda Agua Branca Airport,Santa Rita Do Pardo,BR
SSUT,Fazenda Agrofel Airport,Tangara Da Serra,BR
SSUU,Fazenda Colorado Airport,Lagoa Da Confusao,BR
SSUX,Usina Mandu Airport,Guaira,BR
SSUY,Fazenda Menina Airport,Itapura,BR
SSUZ,Fazenda Vista Alegre Airport,Sud Menucci,BR
SSVA,Fazenda Visa Estancia Airport,Ladario,BR
SSVB,Fazenda Vaca Branca Airport,Navirai,BR
SSVC,Vacaria Airport,Vacaria,BR
SSVD,Fazenda Alvorada Airport,Quarto Centenario,BR
SSVE,Fazenda Cerro Verde Airport,Tacuru,BR
SSVF,Rancho Donana Airport,Cerqueira Cesar,BR
SSVG,Fazenda Santa Virginia Airport,Ponta Pora,BR
SSVH,Fazenda Paqueta Airport,Ponta Pora,BR
SSVJ,Fazenda Cedro Airport,Ponta Pora,BR
SSVK,Fazenda Dom Arlindo Airport,Navirai,BR
SSVL,Fazenda Santa Claudina Airport,Caarapo,BR
SSVM,Fazenda Santa Alaide Airport,Itapora,BR
SSVN,Veranopolis Airport,Veranopolis,BR
SSVO,Usina de Moncoes Airport,Moncoes,BR
SSVQ,Fazenda Serrito Airport,Laguna Carapa,BR
SSVU,Fazenda Serra do Cabral Airport,Lassance,BR
SSVW,Fazenda Galera Airport,Conquista D`Oeste,BR
SSVX,Fazenda Manduri Airport,Corumba,BR
SSVY,Fazenda Tres Barras Airport,Pitangueiras,BR
SSWA,Venancio Aires Airport,Venancio Aires,BR
SSWC,Fazenda Campo Verde Airport,Costa Rica,BR
SSWE,Fazenda California Airport,Inubia Paulista,BR
SSWF,Frederico Westphalen Airport,Frederico Westphalen,BR
SSWH,Fazenda Agropecuaria Rossignolo Airport,Sao Carlos,BR
SSWK,Guaiacuruzinho Airport,Santa Mariana,BR
SSWL,Haras Fazenda Reunidas Sobral Airport,Santa Isabel Do Para,BR
SSWM,Fazenda Santa Maria Airport,Londrina,BR
SSWN,Fazenda Figueira Branca Airport,Caceres,BR
SSWO,Fazenda Santa Marta Airport,Navirai,BR
SSWP,Fazenda Araguaia Airport,Santa Maria Das Barreiras,BR
SSWQ,Santa Anastacia II Airport,Sorriso,BR
SSWR,Fazenda Campana Airport,Rio Brilhante,BR
SSWS,Cacapava do Sul Airport,Cacapava Do Sul,BR
SSWT,Cambara Airport,Cambara Do Sul,BR
SSWV,Fazenda Barra Grande Airport,Tomazinha,BR
SSWW,Fazenda Belem Airport,Corumba,BR
SSWX,Fazenda Retiro Campanha Airport,Corumba,BR
SSWZ,Fazenda Dona Nenem Airport,Presidente Olegario,BR
SSXA,Fazenda Congonhas Airport,Rancho Alegre,BR
SSXB,Fazenda Alaska II Airport,Barao De Melgaco,BR
SSXC,Fazenda Alaska I Airport,Barao De Melgaco,BR
SSXD,Sarandi Airport,Sarandi,BR
SSXH,Fazenda Jacamin Airport,Nova Mutum,BR
SSXI,Fazenda Macisa Airport,Tabapora,BR
SSXK,Fazenda Alvorada do Marape Airport,Tapura,BR
SSXL,Laguna Airport,Miranda,BR
SSXM,Fazenda Guaciara Airport,Jatei,BR
SSXN,Aereo Amazonia Airport,Altamira,BR
SSXO,Pousada das Aguias Airport,Presidente Castelo Branco,BR
SSXP,Fazenda Vitoria Airport,Centro Novo,BR
SSXQ,Fazenda Jota III Airport,Inocencia,BR
SSXR,Galletti II Airport,Portel,BR
SSXU,Fazenda Fartura Airport,Tome Acu,BR
SSXV,Fazenda Santa Rita Airport,Navirai,BR
SSXW,Aero Porto Dal Lago Airport,Chapadao Do Sul,BR
SSXY,Barradao Airport,Colniza,BR
SSXZ,Fazenda Santa Rosa Airport,Iturama,BR
SSYB,Fazenda Santa Elza Airport,Costa Rica,BR
SSYC,Fazenda Mimoso Airport,Chapadao Do Sul,BR
SSYD,Fazenda Andorinha I Airport,Pau D`Arco,BR
SSYE,Fazenda Roberta Airport,Araputanga,BR
SSYF,Fazenda do Cafe Airport,Monte Alegre De Minas,BR
SSYL,Fazenda Tuju Puitan Airport,Iguatemi,BR
SSYM,Tuiuiu Airport,Miranda,BR
SSYN,Arrozeira Airport,Miranda,BR
SSYO,Cachoeira Rica Airport,Chapada Dos Guimaraes,BR
SSYQ,Agropecuaria Monte Alverne Airport,Carazinho,BR
SSYR,Fazenda Santa Maria Airport,Tres Lagoas,BR
SSYS,Fazenda Imbauba Airport,Tres Lagoas,BR
SSYT,Itapiranga Airport,Itapiranga,BR
SSYU,Fazenda Tres Pontes Airport,Agua Clara,BR
SSYV,Fazenda Progresso Airport,Agua Clara,BR
SSYW,Fazenda Terra Forte Airport,Coxim,BR
SSYY,Fazenda Fundaozinho Airport,Costa Rica,BR
SSYZ,Fazenda Procomp II Airport,Aral Moreira,BR
SSZA,Fazenda Sao Sebastiao da Formosa Airport,Corumba,BR
SSZB,Fazenda Bela Vista Airport,Corumba,BR
SSZC,Fazenda Lambari Airport,Coxim,BR
SSZF,Fazenda Santa Gertrudes Airport,Corumba,BR
SSZG,Fazenda Sao Joao Airport,Agua Clara,BR
SSZH,Fazenda Procomp I Airport,Tacuru,BR
SSZJ,Fazenda Torrao de Ouro Airport,Pedro Gomes,BR
SSZK,Sao Carlos Airport,Caracol,BR
SSZL,Fazenda Corrego Azul Airport,Brasilandia,BR
SSZM,Reserva Acurizal Airport,Corumba,BR
SSZN,Prudentopolis Airport,Prudentopolis,BR
SSZP,Fazenda Santa Adriana Airport,Jatei,BR
SSZQ,Fazenda Panorama Airport,Bela Vista,BR
SSZS,Centenario do Sul Airport,Centenario Do Sul,BR
SSZT,Fazenda Sao Joao Airport,Aguas De Santa Barbara,BR
SSZU,Fazenda Tres Marias Airport,Agua Clara,BR
SSZV,Fazenda Bordolandia Airport,Serra Nova Dourada,BR
SSZX,Fazenda Lapa do Lobo Airport,Paranaiba,BR
SSZY,Carneirinho Agroindustrial Airport,Carneirinho,BR
SSZZ,Fazenda Thaua Airport,Sonora,BR
SUAA,Angel S Adami Airport,Montevideo,UY
SURB,Rio Branco Airport,Jaguarao,UY
SV02,San Diego De Cabrutica Airport,El Roble,VE
SV73,Uverito Airport,,VE
SV74,Aricuaisa Airport,,VE
SV75,Machiques North Airport,,VE
SVAE,Montellano Airport,,VE
SVAF,Medano Alto Airport,Medano Alto,VE
SVAH,Cachimbo Airport,Coco de Mono,VE
SVAI,Arichuna Airport,,VE
SVAJ,Mata de Juajua Airport,,VE
SVAL,Algodonal Airport,,VE
SVAM,Mata de Cana Airport,,VE
SVAO,Altagracia de Orituco Airport,,VE
SVAP,Apurito Airport,Apurito,VE
SVAQ,Mata Oscura Airport,,VE
SVAR,Adicora Airport,,VE
SVAT,San Fernando de Atabapo Airport,San Fernando de Atabapo,VE
SVAU,Agua Clara Airport,,VE
SVAV,El Alcaravan Airport,,VE
SVAW,Merecure Airport,,VE
SVAX,Los Andes Airport,,VE
SVAY,Araya Airport,,VE
SVAZ,Mata Palos Airport,,VE
SVBA,Boca Anaro Airport,Boca de Anaro,VE
SVBD,Los Camorucos Airport,,VE
SVBE,Bernal Airport,,VE
SVBF,Hato Uranon Airport,,VE
SVBG,La Batalla Airport,La Cruz,VE
SVBH,Los Belseres Airport,,VE
SVBJ,Hato Viejo Airport,,VE
SVBK,Bocono Airport,Bocono,VE
SVBL,El Libertador Airbase,,VE
SVBN,Bocon Airport,,VE
SVBP,Jobito Airport,,VE
SVBQ,Bachaquero Airport,,VE
SVBR,Carbonero Airport,,VE
SVBT,Boquemonte Airport,,VE
SVBU,Central Venezuela Airport,Bobures,VE
SVBV,Banco Verde Airport,,VE
SVBW,Hato El Burro Airport,,VE
SVBX,La Cabana Airport,,VE
SVCE,Apruna Airport,Cuenca de Unare,VE
SVCH,Achaguas Airport,,VE
SVCI,Punta de Oro Airport,,VE
SVCJ,San Carlos Airport,San Carlos,VE
SVCK,Cano Lucas Airport,El Poblado,VE
SVCM,Canita Mendera Airport,Tinaco,VE
SVCQ,Cazorla Airport,,VE
SVCS,Oscar Machado Zuluaga Airport,Caracas,VE
SVCT,Caujarito Airport,,VE
SVCV,Cunaviche Airport,Cunaviche,VE
SVCW,Chinazon Airport,,VE
SVCX,Guachara Airport,,VE
SVCY,Cuartel Yaruro Airport,Las Campanas,VE
SVCZ,Capitan Manuel Rios Airbase,Carrizal,VE
SVDB,Dona Bella Airport,,VE
SVDC,Cocuiza Airport,,VE
SVDF,Punto Fijo Airport,,VE
SVDG,Punta Gorda Airport,,VE
SVDM,Dos Mosquises Airport,Isla Los Roques,VE
SVDP,La Divina Pastora Airport,,VE
SVDR,Cordereno Airport,Cordereno,VE
SVDS,Codsa Airport,,VE
SVDV,Hato Veladero Airport,,VE
SVDW,Ciudad Piar Airport,,VE
SVDX,Hato Puga Airport,,VE
SVDZ,Puerto Paez,,VE
SVEB,El Guayabo del Zulia Airport,,VE
SVEE,El Esterero Airport,El Saman de Apure,VE
SVEF,Empujeca Airport,,VE
SVEG,El Guayabo de Cojedes Airport,,VE
SVEJ,El Jabillal Airport,,VE
SVEK,El Capitan Airport,,VE
SVEL,El Callao (El Peru) Airport,,VE
SVEM,El Paraiso Airport,El Paraiso,VE
SVEN,Encontrados Airport,,VE
SVEP,El Palmar Airport,,VE
SVER,El Respiro Airport,,VE
SVES,El Saman de Apure Airport,El Saman de Apure,VE
SVET,El Manteco Airport,,VE
SVEW,El Cenizo Airport,,VE
SVEX,La Esperanza Airport,,VE
SVEY,El Centro Airport,,VE
SVFE,Hacienda Santa Fe Airport,,VE
SVFG,El Flagelo Airport,,VE
SVFK,La Fe de Cojedes Airport,La Mosca,VE
SVFL,Fundacion Layera Airport,,VE
SVFM,Francisco de Miranda Airport,La Carlota,VE
SVFR,El Frio Airport,Guarico,VE
SVFS,Fagotrans Airport,,VE
SVFT,El Fuentero Airport,,VE
SVFU,La Fortuna Airport,San Antonio de Caparo,VE
SVFX,La Fe de Apure Airport,,VE
SVFY,Finca Yacurito Airport,,VE
SVGA,Agropecuaria Gamma Airport,,VE
SVGC,La Gran China Airport,,VE
SVGE,Ganaderia Pedernales Airport,,VE
SVGG,Agropecuaria Los Araguaneyes Airport,,VE
SVGH,La Guacharaca Airport,,VE
SVGL,Agua Linda Airport,,VE
SVGP,Guesipo Airport,,VE
SVGR,El Milagro Carabobo Airport,,VE
SVGT,Guasipati Airport,,VE
SVGX,Las Guadalupes Airport,,VE
SVGZ,La Garza Airport,,VE
SVHA,Hato Altamira de Bolivar Airport,,VE
SVHC,Hacienda El Caimito Airport,,VE
SVHD,Hacienda El Calvario Airport,,VE
SVHE,Hato Rancho Alegre Airport,,VE
SVHH,Churuguara Airport,Churuguara,VE
SVHK,Hato la Guaca Airport,,VE
SVHL,Hacienda Carutal Airport,,VE
SVHM,Hato Los Mamones Airport,Hato Los Mamomes,VE
SVHN,Hato La Chaconera Airport,,VE
SVHO,El Oasis Airport,La Palmita,VE
SVHP,Hacienda El Paso Airport,Las Vegas del Tuy,VE
SVHR,Hato El Carito Airport,Los Marimares,VE
SVHS,Hato El Sesenta Airport,,VE
SVHT,Hato Altamira de Monagas Airport,,VE
SVHX,Hato La Candelaria Airport,,VE
SVHY,Hato Las Yeguas Airport,,VE
SVIM,Hato El Caiman Airport,,VE
SVJF,Juan Florencio Airport,,VE
SVJH,Juancho Airport,Soledad,VE
SVJI,Hato La Lejania Airport,,VE
SVJJ,Curujujul Airport,Anzoategui,VE
SVJL,Los Lajeros Airport,,VE
SVJM,San Juan de Los Morros Airport,San Juan de los Morros,VE
SVJO,La Vigia Oeste Airport,,VE
SVJU,Hato La Laguna del Junco Airport,,VE
SVKB,La Calzada Airport,,VE
SVKC,El Carrao Airport,,VE
SVKI,Piscuri Airport,,VE
SVKL,Las Clavellinas Airport,Las Clavellinasmer,VE
SVKN,Cano Negro Airport,,VE
SVKV,Corral Viejo Airport,La Bombita,VE
SVLA,Las Adjuntas Airport,Las Colmenas,VE
SVLB,La Blanquilla Airport,La Blanquilla - Isla Margarita,VE
SVLC,El Lucero de Apure Airport,El Lucero,VE
SVLD,Las Brisas Airport,Mata de Vino,VE
SVLE,El Lucero del Zulia Airport,,VE
SVLG,Las Majaguas Airport,,VE
SVLH,Las Delicias Airport,Banco del Medio,VE
SVLI,La Alcancia Airport,,VE
SVLJ,La Vieja Airport,La Ceiba,VE
SVLK,Hato Macolla Airport,,VE
SVLL,Callejas Airport,Callejas,VE
SVLM,Las Flores Airport,,VE
SVLN,La Candelaria Airport,,VE
SVLO,La Orchila Airport,,VE
SVLP,Las Lagunitas Airport,,VE
SVLS,Las Corobas Airport,,VE
SVLT,La Argentina Airport,,VE
SVLU,El Lechozo Airport,El Lechozo,VE
SVLW,Los Aguacates Airport,,VE
SVLX,La Yaguita Airport,,VE
SVLY,La Yagua Airport,,VE
SVLZ,Las Cruces Airport,,VE
SVMA,La Mona Airport,,VE
SVMB,El Embrujo Airport,,VE
SVME,Mapire Airport,,VE
SVMF,Mata Charo Airport,,VE
SVMH,Macanillal Airport,,VE
SVMJ,Hacienda Las Lomas Airport,,VE
SVMK,El Milagro Cojedes Airport,,VE
SVML,El Milagro Sureste Airport,,VE
SVMM,Mamon Airport,,VE
SVMN,Mene Grande Airport,Mene Grande,VE
SVMO,El Milagro Oeste Airport,,VE
SVMP,Metropolitano Airport,,VE
SVMQ,Fundo la Marquesena Airport,,VE
SVMS,Guasimal Airport,,VE
SVMV,Maroa Airport,,VE
SVMW,Los Malabares Airport,,VE
SVMX,Mata Airport,Las Fernandez,VE
SVMY,Manapiare Airport,,VE
SVMZ,Mantecal Airport,Mantecal,VE
SVNA,Macana Airport,,VE
SVNB,Maripa Airport,,VE
SVNE,Las Mercedes Airport,,VE
SVNF,Morichitos Airport,Morichito,VE
SVNG,El Mango Airport,,VE
SVNJ,Morichito II Airport,,VE
SVNK,Hato Mikitole Airport,,VE
SVNP,Marisol Airport,,VE
SVNR,El Morichal Airport,,VE
SVNT,Mata de Turagua Airport,La Guarandinga,VE
SVNV,Las Nieves Airport,,VE
SVNX,Morichal Airport,,VE
SVOA,San Lorenzo De Barinas Airport,,VE
SVOB,San Lorenzo De Falcon Airport,,VE
SVOC,San Luis Capanaparo Airport,,VE
SVOD,Santa Ana Airport,,VE
SVOE,Sabaneta Airport,Sabaneta,VE
SVOF,Santa Barbara de Monagas Airport,,VE
SVOG,Santa Barbara del Amazonas Airport,,VE
SVOH,San Silvestre Airport,,VE
SVOI,Los Indios Airport,,VE
SVOJ,Ojo de Agua Airport,,VE
SVOK,Oritupano Airport,,VE
SVOL,San Roque Airport,Santa Ana,VE
SVOO,Hato El Rosero Airport,,VE
SVOP,Los Oripopos Airport,,VE
SVOQ,Santa Monica Airport,,VE
SVOR,San Ramon Airport,,VE
SVOS,Los Cocos Airport,,VE
SVOT,San Pablo De Barinas Airport,,VE
SVOW,Coco de Mono Airport,,VE
SVOZ,San Pablo Paeno Airport,,VE
SVPB,Punta Brava Airport,,VE
SVPD,Hato La Ponderosa Airport,,VE
SVPF,Pariaguan Airport,Pariaguan,VE
SVPG,El Progreso Airport,,VE
SVPI,El Pauji Airport,,VE
SVPJ,Pesurca Airport,,VE
SVPK,Las Palmeras Airport,,VE
SVPL,El Pueblito Airport,,VE
SVPN,Espino Airport,,VE
SVPO,Hato El Porvenir Airport,,VE
SVPP,Luepa Airport,,VE
SVPQ,El Pardillero Airport,,VE
SVPS,Hacienda La Pastora Airport,San Pedro,VE
SVPU,La Paragua Airport,,VE
SVPV,Pedraza La Vieja Airport,Pedraza La Vieja,VE
SVPW,Pelayo Airport,,VE
SVPX,El Pinal Airport,,VE
SVPY,Palma Sola Airport,,VE
SVPZ,La Paz Airport,,VE
SVQA,Santa Rosalia Airport,,VE
SVQB,Santa Elena de Rio Claro Airport,,VE
SVQC,Santa Maria La Tigra Airport,,VE
SVQD,Santa Juana Airport,,VE
SVQI,Tucupido Airport,,VE
SVQJ,La Trinidad De Apure Airport,La Trinidad,VE
SVQK,Tierra Negra Airport,,VE
SVQL,Tocomita Airport,Guri,VE
SVQN,Torunos Airport,,VE
SVQO,Tocuyito Airport,,VE
SVQP,Miquelon Airport,,VE
SVQQ,Los Conucos Airport,,VE
SVQR,Santa Rita Airport,El Diero,VE
SVQS,Santa Rita Airport,,VE
SVQT,Los Quitasoles Airport,,VE
SVQU,Santa Rosa de Guanare Airport,San Isidro,VE
SVQW,Tamatal Airport,,VE
SVQX,Tamayare Airport,El Paso,VE
SVQY,Tapaquire Airport,,VE
SVQZ,Santa Rosa de Barinas Airport,,VE
SVRA,Rio de Agua Airport,,VE
SVRB,Cumarebo Airport,,VE
SVRC,El Rocio Airport,,VE
SVRE,Aracay Abajo Airport,,VE
SVRG,Rancho Grande de Apure Airport,La Leona,VE
SVRH,Rancho Grande de Tachira Airport,,VE
SVRI,Riecito Airport,Cano Riecito,VE
SVRK,Los Arrecifes Airport,,VE
SVRL,San Pancracio Airport,,VE
SVRM,Hato La Romerena Airport,,VE
SVRN,El Terron Airport,,VE
SVRO,El Rosario Airport,,VE
SVRQ,Rosetta Airport,,VE
SVRR,Carrao Airport,,VE
SVRT,Corocito Airport,,VE
SVRU,Roblecito Airport,,VE
SVRW,Rosario Airport,,VE
SVRX,Hacienda Rio Yaza Airport,,VE
SVRY,El Merey Airport,,VE
SVRZ,El Corozo Airport,,VE
SVSC,San Carlos Rio Negro Airport,,VE
SVSD,Sabana Dulce Airport,,VE
SVSF,San Antonio De Falcon Airport,,VE
SVSG,San Antonio De Barinas Airport,Barinas,VE
SVSH,San Juan De Rio Claro Airport,,VE
SVSI,Agropecuaria San Francisco Airport,,VE
SVSJ,Central Bolivar Airport,,VE
SVSK,Nuestra Senora del Socorro Airport,,VE
SVSL,Hacienda Santa Elena de Mirand Airport,,VE
SVSM,Fundo Santa Maria Airport,,VE
SVSN,Los Siete Samanes Airport,,VE
SVSQ,San Leonardo Airport,,VE
SVSS,Hacienda San Jose Airport,San Jose de Trujillo,VE
SVSU,San Benito Airport,,VE
SVSW,San Francisco De Carabobo Airport,,VE
SVSX,San Juan de los Cayos Airport,,VE
SVSY,San Francisco de Merida Airport,,VE
SVTB,Turapa Airport,,VE
SVTD,La Estacada Airport,La Estacada,VE
SVTE,Antabare Airport,,VE
SVTF,La Trinidad de Ferro Airport,,VE
SVTG,La Tigra Airport,,VE
SVTJ,Central Matilde Airport,central Matilde,VE
SVTK,La Trinidad de Orichuna Airport,L Trinidad de Orichuna,VE
SVTL,La Centella Airport,,VE
SVTN,La Trinidad de Barinas Airport,,VE
SVTO,El Toco Airport,El Toco,VE
SVTP,Playa Pintada Airport,,VE
SVTR,Temblador Airport,,VE
SVTT,La Torta Airport,,VE
SVTU,Turagua Airport,Turagua,VE
SVTV,Turen Airport,,VE
SVTY,Toromacho Airport,Las Mercedes del Llano,VE
SVUA,Mayupa Airport,,VE
SVUK,San Ignacio Airport,,VE
SVUP,Upata Airport,,VE
SVUQ,Uon Quen Airport,,VE
SVUY,Uruyen Airport,,VE
SVVB,Bajo Verde Airport,,VE
SVVD,Valle Grande Airport,,VE
SVVH,Valle Hondo Airport,,VE
SVVK,La Verdad Airport,Las Queseritas,VE
SVVM,Buena Vista del Cano Medio Airport,,VE
SVVQ,Venelac  Airport,Quebrada Arriba,VE
SVVR,Hato La Vergarena Airport,,VE
SVVS,Villa del Rosario Airport,,VE
SVVV,Venepal Airport,,VE
SVVX,Los Venados Airport,,VE
SVWA,Mata de Agua Airport,Santa Barbara,VE
SVWB,La Bananera Airport,,VE
SVWE,Bella Vista Airport,,VE
SVXF,Hato Santa Clara Airport,,VE
SVYA,Yaure Airport,,VE
SVYG,El Yagual Airport,,VE
SVYI,El Yavi Airport,,VE
SVYP,Yopita Airport,,VE
SVYT,Yutaje Airport,,VE
SWAA,Fazenda Ykarai Airport,Nova Crixas,BR
SWAE,Uaicas Airport,Alto Alegre,BR
SWAF,Agroer Aviacao Agricola Airport,Rondonopolis,BR
SWAH,Agropecuaria Floresta Sao Joaquim Ltda Airport,Aripuana,BR
SWAK,Assuncao do Icana Airport,Sao Gabriel Da Cachoeira,BR
SWAN,Arenapolis Airport,Arenapolis,BR
SWAO,Anamoim Airport,Sao Gabriel Da Cachoeira,BR
SWAP,Fazenda Apemag Airport,Barra Do Bugres,BR
SWAQ,Erico Airport,Boa Vista,BR
SWAR,Fazenda Aruana Airport,Ribeirao Cascalheira,BR
SWAT,Fazenda Cachoeira Airport,Alto Araguaia,BR
SWAU,Fazenda Nossa Senhora Aparecida Airport,Pirajuba,BR
SWAV,Fazenda Agua Verde Airport,Diamantino,BR
SWAY,Araguaiana Airport,Araguaiana,BR
SWAZ,Santo Atanazio Airport,Sao Gabriel Da Cachoeira,BR
SWBA,Buriti Alegre Airport,Buriti Alegre,BR
SWBB,Barra do Bugres Airport,Barra Do Bugres,BR
SWBF,Fazenda Boa Fortuna Airport,Pium,BR
SWBG,Uniao do Vale Airport,Pontes E Lacerda,BR
SWBH,Brejinho de Nazare Airport,Brejinho De Nazare,BR
SWBI,Barreirinha Airport,Barreirinha,BR
SWBJ,Fazenda Itarema Airport,Canarana,BR
SWBL,Balbina Airport,Presidente Figueiredo,BR
SWBN,Fazenda Barreirinhos Airport,Barao De Melgaco,BR
SWBO,Fazenda Sao Joao Airport,Campos Verdes,BR
SWBQ,Barracao Queimado Airport,Vila Bela Da Santissima Trindade,BR
SWBT,Fazenda Beira Rio Airport,Nova Canaa Do Norte,BR
SWBU,Fazenda Fartura Baixao Novo Airport,Peixoto De Azevedo,BR
SWBV,Auaris Airport,Boa Vista,BR
SWBW,Agro Pousadas do Guapore Airport,Vila Bela Da Santissima Trindade,BR
SWBX,Fazenda Santo Antonio do Paraiso Airport,Itiquira,BR
SWBY,Fazenda Goiasa Airport,Bom Jesus De Goias,BR
SWBZ,Jpo Airport,Sorriso,BR
SWCB,Campos Belos Airport,Campos Belos,BR
SWCC,Fazenda Curitiba Airport,Comodoro,BR
SWCD,Fazenda Santa Monica Airport,Alexania,BR
SWCE,Fazenda Cedro Airport,Santo Antonio Do Leverger,BR
SWCF,Fazenda Confap Airport,Comodoro,BR
SWCG,Fazenda Varjao Grande Airport,Cacu,BR
SWCH,Fazenda Charqueada Norte Airport,Alta Floresta,BR
SWCJ,Coperjava Airport,Formoso Do Araguaia,BR
SWCK,Fazenda Cocal Airport,Canarana,BR
SWCL,Chacara Santa Eulalia Airport,Alta Floresta,BR
SWCM,Fazenda Couto Magalhaes Airport,Agua Boa,BR
SWCN,Fazenda Saudade Airport,Cocalinho,BR
SWCO,Fazenda Continental Airport,Cocalinho,BR
